algorithm,dataset,n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,pretrain_epochs,clustering_epochs,damping,convergence_iter,affinity,preference,linkage,input_dim,levels,threshold,branching_factor,maximum_clusters,amount_intervals,density_threshold,number_cluster,number_represent_points,compression,eps,min_samples,ratio,max_n_leaf_nodes,n_clusters_init,dip_merge_threshold,step_size,dip_threshold,n_starting_vectors,ambiguous_triangle_strategy,significance,split_viewers_threshold,pval_strategy,outliers,consider_duplicates,min_n_clusters,max_n_clusters,n_boots,use_principal_components,use_log,n_split_trials,min_cluster_size,metric,leaf_size,pn,max_iter,n_init,k,t,var,bandwidth,bin_seeding,xi,n_projections,n_samples,number_clusters,add_tails,max_cluster_size_diff_factor,amount_clusters,epouch,similarity_matrix,n_neighbors,rows,cols,radius,threshold1,threshold2
dipInit,ionosphere,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,s1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,s2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,sonar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,statlog,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.05,2,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,unbalance,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,wdbc,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,1,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,wine,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,2,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,yeast,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.05,function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,bootstrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,bootstrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.005,function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,bootstrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,bootstrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.01,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.01,function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipMeans,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.005,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,2d10c,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,0.1,,2,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,2d20c,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.1,,1,,0.2,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,2d4c,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.1,,1,,0.2,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,3spiral,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,0.01,,1,,0.2,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,aggregation,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.1,,1,,0.1,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,compound,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,0.1,,1,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,D1,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,0.1,,1,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,D2,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.1,,2,,0.02,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,D3,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.1,,1,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,D4,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,0.1,,1,,0.2,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,D5,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,0.01,,1,,0.2,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,ecoli,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.1,,1,,0.1,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,elly2d10c13s,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.1,,2,,0.1,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,glass,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.1,,1,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,ionosphere,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.01,,1,,0.05,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,s1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.1,,1,,0.05,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,s2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.1,,1,,0.2,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,sonar,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.01,,1,,0.05,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,statlog,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,0.1,,2,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,unbalance,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,1,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,wdbc,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.1,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,wine,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.1,,1,,0.02,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipNSub,yeast,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.1,,1,,0.01,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,2d10c,9,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,2d20c,20,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,2d4c,4,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,3spiral,3,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,aggregation,7,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,compound,6,,5,{'lr': 0.0001},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,D1,3,,5,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,D2,3,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,D3,3,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,D4,2,,5,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,D5,2,,10,{'lr': 0.0001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,ecoli,8,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,elly2d10c13s,10,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,glass,6,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,ionosphere,2,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,s1,15,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,s2,15,,5,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,sonar,2,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,statlog,7,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,unbalance,8,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,wdbc,2,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,wine,3,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkm,yeast,10,,2,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,2d10c,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,2d20c,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,2d4c,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,3spiral,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,aggregation,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,compound,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,D1,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,D2,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,D3,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,D4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,D5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,ecoli,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,elly2d10c13s,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,glass,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,ionosphere,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,s1,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,s2,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,sonar,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,statlog,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,unbalance,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,wdbc,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,wine,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc,yeast,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,5,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,30,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,15,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,30,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,20,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,30,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapStatistic,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,20,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,0.1,,,,,,10,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0.005,,,,,,21,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0.001,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.5,,,,,,4,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0.001,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,0.01,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.001,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.01,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.001,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.001,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.001,,,,,,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,0.05,,,,,,9,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,0.005,,,,,,11,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,0.05,,,,,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.001,,,,,,3,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,0.25,,,,,,16,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,0.005,,,,,,16,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.01,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0.25,,,,,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,0.001,,,,,,9,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.001,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.001,,,,,,4,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
gmeans,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,0.01,,,,,,11,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
hdbscan,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,euclidean,25,,,,,,,,,,,,,,,,,,,,,,,
hdbscan,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,manhattan,25,,,,,,,,,,,,,,,,,,,,,,,
hdbscan,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,euclidean,25,,,,,,,,,,,,,,,,,,,,,,,
